c
c This is glucose 4.0 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:         59600                                                                   |
c |  Number of clauses:         6514477                                                                   |
c |  Parse time:                   0.92 s                                                                 |
c |                                                                                                       |
c | Preprocesing is fully done
c Too many clauses... No preprocessing
c |  Simplification time:          0.19 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c | Adapt dynamically the solver after 100000 conflicts (restarts, reduction strategies...)               |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   2000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |     1409      2290      283 |   55645  5306052 10718924 |    17    53854     6560   341016 |  6.636 % |
c |     1437      2346      285 |   55633  5303079 10712978 |    17    63800     6710   341016 |  6.656 % |
c |     1466      2390      286 |   55606  5298289 10703398 |    17    73700     6850   341016 |  6.701 % |
c |     1495      2457      287 |   55554  5298289 10703398 |    17    83668     6971   341016 |  6.789 % |
c |     1515      2502      290 |   55545  5286471 10679762 |    18    50228     7098   384371 |  6.804 % |
c |     1537      2551      292 |   55513  5286471 10679762 |    18    60209     7196   384371 |  6.857 % |
c |     1565      2602      293 |   55477  5275377 10657574 |    18    70094     7383   384371 |  6.918 % |
c |     1580      2659      297 |   55455  5269165 10645150 |    18    79968     7520   384371 |  6.955 % |
c |     1614      2701      297 |   55437  5269165 10645150 |    18    89956     7658   384371 |  6.985 % |
c |     1631      2759      300 |   55424  5263327 10633474 |    19    53843     7816   430371 |  7.007 % |
c |     1652      2810      302 |   55411  5263327 10633474 |    19    63835     7939   430371 |  7.029 % |
c |     1684      2858      302 |   55394  5260162 10627144 |    19    73797     8066   430371 |  7.057 % |
c |     1711      2918      303 |   55377  5256433 10619686 |    19    83719     8183   430371 |  7.086 % |
c |     1750      2972      302 |   55362  5256433 10619686 |    19    93708     8315   430371 |  7.111 % |
c |     1786      3020      302 |   55346  5251455 10609730 |    20    55190     8431   478808 |  7.138 % |
c |     1806      3073      304 |   55337  5248207 10603234 |    20    65160     8578   478808 |  7.153 % |
c |     1836      3131      305 |   55324  5248207 10603234 |    20    75151     8694   478808 |  7.174 % |
c |     1870      3189      304 |   55307  5245291 10597402 |    20    85107     8807   478808 |  7.203 % |
c |     1912      3238      303 |   55283  5242820 10592460 |    20    95050     8923   478808 |  7.243 % |
c |     1958      3292      301 |   55275  5242820 10592460 |    21    53650     9009   530202 |  7.257 % |
c |     2007      3349      298 |   55259  5238759 10584338 |    21    63615     9101   530202 |  7.284 % |
c |     2033      3409      300 |   55242  5235260 10577340 |    21    73570     9197   530202 |  7.312 % |
c |     2070      3453      299 |   55235  5232930 10572680 |    21    83537     9302   530202 |  7.324 % |
c |     2108      3501      298 |   55228  5232930 10572680 |    21    93534     9399   530202 |  7.336 % |
c |     2151      3552      297 |   55214  5231315 10569450 |    21   103495     9489   530202 |  7.359 % |
c |     2186      3607      297 |   55200  5231315 10569450 |    22    59439     9581   584246 |  7.383 % |
c |     2220      3656      297 |   55195  5227085 10560990 |    22    69418     9683   584246 |  7.391 % |
c |     2261      3707      296 |   55179  5225245 10557310 |    22    79377     9799   584246 |  7.418 % |
c |     2297      3767      296 |   55164  5221849 10550518 |    22    89298     9893   584246 |  7.443 % |
c |     2336      3819      295 |   55137  5221849 10550518 |    22    99275     9989   584246 |  7.488 % |
c |     2371      3873      295 |   55118  5214639 10536098 |    22   109234    10078   584246 |  7.520 % |
c |     2403      3921      295 |   55112  5211553 10529926 |    23    63071    10171   640388 |  7.530 % |
c |     2430      3982      296 |   55093  5211553 10529926 |    23    73055    10314   640388 |  7.562 % |
c |     2453      4043      297 |   55059  5208599 10524018 |    23    83002    10423   640388 |  7.619 % |
c |     2497      4084      296 |   55031  5203070 10512960 |    23    92910    10524   640388 |  7.666 % |
c |     2532      4149      296 |   54989  5188339 10483498 |    23   102798    10673   640388 |  7.737 % |
c |     2570      4211      295 |   54935  5188339 10483498 |    23   112746    10816   640388 |  7.827 % |
c |     2607      4268      295 |   54922  5155672 10418164 |    24    63977    10929   699042 |  7.849 % |
c |     2641      4321      295 |   54906  5149840 10406500 |    24    73921    11038   699042 |  7.876 % |
c |     2668      4376      296 |   54888  5143683 10394186 |    24    83861    11157   699042 |  7.906 % |
c |     2696      4444      296 |   54875  5143683 10394186 |    24    93848    11240   699042 |  7.928 % |
c |     2734      4494      296 |   54855  5141292 10389404 |    24   103792    11340   699042 |  7.961 % |
c |     2763      4541      296 |   54840  5136765 10380350 |    24   113690    11419   699042 |  7.987 % |
c |     2798      4590      296 |   54794  5119195 10345210 |    24   123598    11550   699042 |  8.064 % |
c |     2831      4653      296 |   54782  5119195 10345210 |    25    72501    11626   760127 |  8.084 % |
c |     2849      4703      298 |   54761  5110711 10328242 |    25    82418    11741   760127 |  8.119 % |
c |     2879      4748      298 |   54741  5107224 10321268 |    25    92353    11839   760127 |  8.153 % |
c |     2921      4816      297 |   54729  5103703 10314226 |    25   102284    11944   760127 |  8.173 % |
c |     2960      4862      297 |   54718  5103703 10314226 |    25   112276    12046   760127 |  8.191 % |
c |     2994      4912      297 |   54704  5101491 10309802 |    25   122223    12128   760127 |  8.215 % |
c |     3027      4964      297 |   54685  5097751 10302322 |    26    68341    12250   823894 |  8.247 % |
c |     3055      5021      297 |   54668  5095127 10297074 |    26    78266    12345   823894 |  8.275 % |
c |     3087      5070      298 |   54662  5095127 10297074 |    26    88261    12436   823894 |  8.285 % |
c |     3104      5125      299 |   54654  5091967 10290754 |    26    98239    12530   823894 |  8.299 % |
c |     3139      5171      299 |   54639  5090442 10287704 |    26   108214    12622   823894 |  8.324 % |
c |     3166      5226      300 |   54625  5085681 10278182 |    26   118162    12698   823894 |  8.347 % |
c |     3210      5273      299 |   54618  5084505 10275830 |    26   128132    12776   823894 |  8.359 % |
c |     3248      5322      298 |   54611  5083155 10273130 |    27    71253    12847   890754 |  8.371 % |
c |     3278      5365      298 |   54606  5083155 10273130 |    27    81249    12943   890754 |  8.379 % |
c |     3301      5413      299 |   54601  5082305 10271430 |    27    91235    13007   890754 |  8.388 % |
c |     3337      5467      299 |   54601  5081572 10269964 |    27   101225    13110   890754 |  8.388 % |
c |     3361      5521      300 |   54593  5081038 10268896 |    27   111210    13177   890754 |  8.401 % |
c |     3400      5573      300 |   54581  5079070 10264960 |    27   121178    13234   890754 |  8.421 % |
c |     3435      5623      299 |   54574  5075229 10257278 |    27   131156    13319   890754 |  8.433 % |
c |     3471      5673      299 |   54555  5075229 10257278 |    28    71934    13380   959961 |  8.465 % |
c |     3498      5728      300 |   54541  5072454 10251728 |    28    81905    13492   959961 |  8.488 % |
c |     3517      5777      301 |   54532  5069689 10246198 |    28    91859    13584   959961 |  8.503 % |
c |     3551      5821      301 |   54528  5069217 10245254 |    28   101842    13657   959961 |  8.510 % |
c |     3593      5877      300 |   54520  5067473 10241766 |    28   111807    13744   959961 |  8.523 % |
c |     3623      5930      300 |   54513  5066652 10240124 |    28   121784    13806   959961 |  8.535 % |
c |     3658      5988      300 |   54504  5065168 10237156 |    28   131747    13892   959961 |  8.550 % |
c |     3693      6029      300 |   54495  5065168 10237156 |    28   141739    13953   959961 |  8.565 % |
c |     3730      6078      300 |   54479  5063940 10234700 |    29    79886    14056  1031783 |  8.592 % |
c |     3759      6128      300 |   54471  5053410 10213640 |    29    89850    14123  1031783 |  8.606 % |
c |     3786      6177      301 |   54461  5051965 10210750 |    29    99808    14194  1031783 |  8.622 % |
c |     3818      6237      301 |   54451  5050914 10208648 |    29   109763    14258  1031783 |  8.639 % |
c |     3858      6284      300 |   54437  5047951 10202722 |    29   119714    14328  1031783 |  8.663 % |
c |     3896      6328      300 |   54437  5047951 10202722 |    29   129714    14408  1031783 |  8.663 % |
c |     3939      6389      299 |   54430  5047635 10202090 |    29   139706    14474  1031783 |  8.675 % |
c |     3983      6435      298 |   54416  5045740 10198300 |    29   149682    14535  1031783 |  8.698 % |
c |     4015      6488      298 |   54410  5043545 10193910 |    30    84601    14601  1106847 |  8.708 % |
c |     4043      6548      299 |   54389  5040796 10188412 |    30    94541    14670  1106847 |  8.743 % |
c |     4070      6596      299 |   54375  5038323 10183466 |    30   104519    14742  1106847 |  8.767 % |
c |     4103      6648      299 |   54365  5037004 10180828 |    30   114500    14808  1106847 |  8.784 % |
c |     4143      6690      299 |   54357  5035511 10177842 |    30   124476    14887  1106847 |  8.797 % |
c |     4176      6751      299 |   54349  5035511 10177842 |    30   134470    14961  1106847 |  8.810 % |
c |     4207      6811      299 |   54346  5033903 10174626 |    30   144457    15056  1106847 |  8.815 % |
c |     4250      6862      298 |   54340  5033399 10173618 |    30   154431    15130  1106847 |  8.826 % |
c |     4276      6913      299 |   54336  5032472 10171764 |    31    86867    15197  1184374 |  8.832 % |
c |     4302      6961      299 |   54332  5031375 10169570 |    31    96857    15305  1184374 |  8.839 % |
c |     4328      7016      300 |   52887  4537492  9178724 |    31   106115    15387  1184374 | 11.263 % |
c |     4359      7063      300 |   52874  4536626  9176992 |    31   116086    15441  1184374 | 11.285 % |
c |     4393      7113      300 |   52870  4534370  9172480 |    31   126051    15494  1184374 | 11.292 % |
c |     4431      7154      300 |   52864  4533616  9170972 |    31   136033    15558  1184374 | 11.302 % |
c |     4467      7198      299 |   52861  4533027  9169794 |    31   146025    15624  1184374 | 11.307 % |
c |     4509      7249      299 |   52860  4532958  9169656 |    31   156019    15687  1184374 | 11.309 % |
c |     4540      7300      299 |   52854  4532958  9169656 |    32    86878    15739  1263509 | 11.319 % |
c |     4569      7339      299 |   52851  4532293  9168326 |    32    96860    15795  1263509 | 11.324 % |
c |     4660      7399      296 |   52782  4531705  9167150 |    32   106791    15956  1263509 | 11.440 % |
c |     4697      7449      295 |   52777  4468320  9040380 |    32   116594    16007  1263509 | 11.448 % |
c |     4732      7502      295 |   52775  4467930  9039600 |    32   126585    16059  1263509 | 11.451 % |
c |     4772      7543      295 |   52756  4465271  9034282 |    32   136548    16133  1263509 | 11.483 % |
c |     4808      7591      295 |   51188  3854576  7809812 |    32   140836    16250  1263509 | 14.114 % |
c |     4844      7630      295 |   51178  3853425  7807510 |    32   150785    16333  1263509 | 14.131 % |
c |     4874      7688      295 |   51170  3853425  7807510 |    33    81776    16404  1342512 | 14.144 % |
c |     4899      7730      295 |   51159  3851293  7803246 |    33    91701    16471  1342512 | 14.163 % |
c |     4936      7774      295 |   51148  3850070  7800800 |    33   101617    16545  1342512 | 14.181 % |
c |     4970      7801      295 |   51108  3849619  7799898 |    33   111605    16628  1342512 | 14.248 % |
c |     5002      7852      295 |   51101  3844121  7788902 |    33   121486    16705  1342512 | 14.260 % |
c |     5033      7911      296 |   51095  3842629  7785918 |    33   131407    16773  1342512 | 14.270 % |
c |     5066      7953      296 |   51093  3842077  7784814 |    33   141376    16830  1342512 | 14.273 % |
c |     5097      7991      296 |   51090  3841636  7783932 |    33   151348    16896  1342512 | 14.279 % |
c |     5125      8040      296 |   51081  3840795  7782250 |    33   161307    16961  1342512 | 14.294 % |
c |     5161      8080      296 |   51064  3837816  7776292 |    34    87636    17022  1426044 | 14.322 % |
c |     5196      8127      296 |   51048  3834396  7769452 |    34    97562    17108  1426044 | 14.349 % |
c |     5245      8160      295 |   51043  3833815  7768290 |    34   107536    17166  1426044 | 14.357 % |
c |     5274      8206      295 |   51031  3832483  7765626 |    34   117486    17218  1426044 | 14.378 % |
c |     5300      8249      296 |   51025  3831712  7764084 |    34   127467    17288  1426044 | 14.388 % |
c |     5335      8297      296 |   51019  3830929  7762518 |    34   137450    17380  1426044 | 14.398 % |
c |     5384      8332      295 |   51013  3830243  7761146 |    34   147424    17436  1426044 | 14.408 % |
c |     5421      8368      295 |   51011  3829411  7759482 |    34   157379    17500  1426044 | 14.411 % |
c |     5460      8401      294 |   51007  3829327  7759314 |    34   167365    17566  1426044 | 14.418 % |
c |     5499      8449      294 |   51007  3828751  7758162 |    35    91855    17615  1511534 | 14.418 % |
c |     5533      8483      294 |   51003  3828060  7756780 |    35   101844    17677  1511534 | 14.424 % |
c |     5567      8527      294 |   50990  3827020  7754700 |    35   111779    17735  1511534 | 14.446 % |
c |     5605      8563      294 |   50977  3826689  7754038 |    35   121761    17786  1511534 | 14.468 % |
c |     5644      8611      294 |   50971  3824143  7748946 |    35   131674    17834  1511534 | 14.478 % |
c |     5676      8644      294 |   50954  3822159  7744978 |    35   141571    17881  1511534 | 14.507 % |
c |     5709      8688      294 |   50949  3821632  7743924 |    35   151543    17921  1511534 | 14.515 % |
c |     5753      8734      293 |   50946  3821273  7743206 |    35   161533    17974  1511534 | 14.520 % |
c |     5802      8777      293 |   50936  3820586  7741832 |    35   171507    18028  1511534 | 14.537 % |
c |     5838      8814      292 |   50932  3819306  7739272 |    35   181477    18080  1511534 | 14.544 % |
c |     5875      8850      292 |   50921  3818018  7736696 |    36   103001    18137  1599964 | 14.562 % |
c |     5913      8888      292 |   50918  3817372  7735404 |    36   112983    18194  1599964 | 14.567 % |
c |     5950      8923      292 |   50895  3814779  7730218 |    36   122868    18249  1599964 | 14.606 % |
c |     5987      8975      292 |   50895  3814779  7730218 |    36   132868    18320  1599964 | 14.606 % |
c |     6018      9008      292 |   50890  3813948  7728556 |    36   142830    18373  1599964 | 14.614 % |
c |     6057      9069      292 |   50888  3813421  7727502 |    36   152819    18420  1599964 | 14.617 % |
c |     6106      9105      291 |   50874  3812130  7724920 |    36   162795    18476  1599964 | 14.641 % |
c |     6142      9132      291 |   50866  3810614  7721888 |    36   172763    18504  1599964 | 14.654 % |
c |     6190      9170      290 |   50861  3809634  7719928 |    36   182742    18542  1599964 | 14.663 % |
c |     6221      9213      290 |   50857  3808859  7718378 |    37   101044    18593  1691644 | 14.669 % |
c |     6253      9250      291 |   50856  3808447  7717554 |    37   111041    18636  1691644 | 14.671 % |
c |     6296      9291      290 |   50853  3808010  7716680 |    37   121004    18688  1691644 | 14.676 % |
c |     6329      9311      290 |   50843  3807227  7715114 |    37   130988    18755  1691644 | 14.693 % |
c |     6372      9352      290 |   50838  3806308  7713276 |    37   140948    18806  1691644 | 14.701 % |
c |     6416      9374      289 |   50832  3806118  7712896 |    37   150942    18855  1691644 | 14.711 % |
c |     6456      9415      289 |   50830  3805372  7711404 |    37   160909    18902  1691644 | 14.715 % |
c |     6481      9448      290 |   50828  3804872  7710404 |    37   170893    18979  1691644 | 14.718 % |
c |     6526      9485      289 |   50825  3804761  7710182 |    37   180889    19020  1691644 | 14.723 % |
c |     6580      9513      288 |   50821  3804126  7708912 |    37   190861    19057  1691644 | 14.730 % |
c |     6624      9546      288 |   50810  3803198  7707056 |    38   108161    19091  1784291 | 14.748 % |
c |     6672      9583      287 |   50790  3800285  7701230 |    38   118050    19141  1784291 | 14.782 % |
c |     6727      9622      286 |   50787  3799761  7700182 |    38   128042    19199  1784291 | 14.787 % |
c |     6771      9656      286 |   50785  3799042  7698744 |    38   138018    19234  1784291 | 14.790 % |
c |     6811      9688      286 |   50778  3797875  7696410 |    38   147980    19272  1784291 | 14.802 % |
c |     6857      9719      285 |   50776  3797200  7695060 |    38   157967    19318  1784291 | 14.805 % |
c |     6897      9761      285 |   50773  3796827  7694314 |    38   167955    19368  1784291 | 14.810 % |
c |     6952      9785      284 |   50762  3795522  7691704 |    38   177909    19419  1784291 | 14.829 % |
c |     6993      9823      284 |   50761  3794785  7690230 |    38   187891    19461  1784291 | 14.831 % |
c |     7039      9862      284 |   50759  3794329  7689318 |    38   197879    19523  1784291 | 14.834 % |
c |     7079      9883      283 |   50755  3793013  7686686 |    39   110748    19560  1881398 | 14.841 % |
c |     7133      9916      283 |   50753  3792789  7686238 |    39   120744    19607  1881398 | 14.844 % |
c |     7176      9948      282 |   50750  3792612  7685884 |    39   130741    19652  1881398 | 14.849 % |
c |     7213      9984      282 |   50746  3792344  7685348 |    39   140734    19703  1881398 | 14.856 % |
c |     7263     10025      282 |   50742  3791815  7684290 |    39   150717    19752  1881398 | 14.862 % |
c |     7311     10052      281 |   50738  3791150  7682960 |    39   160703    19788  1881398 | 14.869 % |
c |     7346     10087      281 |   50734  3790297  7681254 |    39   170678    19838  1881398 | 14.876 % |
c |     7398     10121      281 |   50731  3789478  7679616 |    39   180653    19881  1881398 | 14.881 % |
c |     7446     10152      280 |   50730  3789308  7679276 |    39   190649    19920  1881398 | 14.883 % |
c |     7491     10183      280 |   50722  3788765  7678190 |    39   200638    19956  1881398 | 14.896 % |
c |     7540     10216      279 |   50722  3788211  7677082 |    40   110768    19981  1981259 | 14.896 % |
c |     7577     10236      279 |   50716  3788059  7676778 |    40   120755    20037  1981259 | 14.906 % |
c |     7621     10266      279 |   50715  3787492  7675644 |    40   130734    20081  1981259 | 14.908 % |
c |     7667     10295      279 |   50710  3786958  7674576 |    40   140701    20119  1981259 | 14.916 % |
c |     7718     10327      278 |   50706  3786764  7674188 |    40   150671    20151  1981259 | 14.923 % |
c |     7756     10374      278 |   50695  3786367  7673394 |    40   160660    20194  1981259 | 14.941 % |
c |     7796     10404      278 |   50692  3784832  7670324 |    40   170638    20239  1981259 | 14.946 % |
c |     7848     10443      277 |   50692  3784512  7669684 |    40   180627    20285  1981259 | 14.946 % |
c |     7906     10477      277 |   50681  3783055  7666770 |    40   190566    20339  1981259 | 14.965 % |
c |     7964     10513      276 |   50674  3782246  7665152 |    40   200540    20383  1981259 | 14.977 % |
c |     8007     10553      276 |   50665  3781403  7663466 |    40   210499    20421  1981259 | 14.992 % |
c |     8053     10590      275 |   50658  3781403  7663466 |    41   119172    20472  2082581 | 15.003 % |
c |     8096     10612      275 |   50654  3779942  7660544 |    41   129132    20529  2082581 | 15.010 % |
c |     8145     10645      275 |   50651  3779588  7659836 |    41   139122    20574  2082581 | 15.015 % |
c |     8177     10674      275 |   50649  3779349  7659358 |    41   149112    20624  2082581 | 15.018 % |
c |     8220     10704      274 |   50647  3779298  7659256 |    41   159105    20665  2082581 | 15.022 % |
c |     8266     10719      274 |   50633  3777875  7656410 |    41   169027    20699  2082581 | 15.045 % |
c |     8306     10753      274 |   50627  3777460  7655580 |    41   179005    20745  2082581 | 15.055 % |
c |     8343     10776      274 |   50627  3776717  7654094 |    41   188997    20775  2082581 | 15.055 % |
c |     8402     10814      273 |   50622  3776478  7653616 |    41   198991    20801  2082581 | 15.064 % |
c |     8439     10846      273 |   50612  3775599  7651858 |    41   208975    20849  2082581 | 15.081 % |
c |     8489     10873      273 |   50610  3774035  7648730 |    41   218937    20890  2082581 | 15.084 % |
c |     8550     10896      272 |   50609  3773824  7648308 |    42   125017    20918  2186500 | 15.086 % |
c |     8580     10922      272 |   50604  3772714  7646088 |    42   134998    20961  2186500 | 15.094 % |
c |     8620     10942      272 |   50603  3772546  7645752 |    42   144973    20998  2186500 | 15.096 % |
c |     8660     10982      272 |   50597  3772428  7645516 |    42   154968    21037  2186500 | 15.106 % |
c |     8715     11009      271 |   50594  3771441  7643542 |    42   164935    21072  2186500 | 15.111 % |
c |     8765     11040      271 |   50590  3771039  7642738 |    42   174924    21107  2186500 | 15.117 % |
c |     8815     11073      271 |   50585  3770701  7642062 |    42   184900    21144  2186500 | 15.126 % |
c |     8875     11112      270 |   50580  3769601  7639862 |    42   194865    21183  2186500 | 15.134 % |
c |     8923     11140      270 |   50577  3769304  7639268 |    42   204851    21217  2186500 | 15.139 % |
c |     8975     11167      269 |   50575  3768973  7638606 |    42   214830    21254  2186500 | 15.143 % |
c |     9028     11214      269 |   50563  3768558  7637776 |    42   224816    21291  2186500 | 15.163 % |
c |     9068     11247      269 |   50550  3766646  7633952 |    43   127974    21354  2293274 | 15.185 % |
c |     9114     11278      268 |   50547  3765444  7631548 |    43   137911    21379  2293274 | 15.190 % |
c |     9158     11304      268 |   50544  3764342  7629344 |    43   147884    21403  2293274 | 15.195 % |
c |     9217     11323      267 |   50538  3763996  7628652 |    43   157879    21432  2293274 | 15.205 % |
c |     9259     11357      267 |   50530  3763107  7626874 |    43   167820    21473  2293274 | 15.218 % |
c |     9309     11392      267 |   50527  3761831  7624322 |    43   177799    21505  2293274 | 15.223 % |
c |     9368     11422      266 |   50524  3761373  7623406 |    43   187777    21541  2293274 | 15.228 % |
c |     9419     11446      266 |   50522  3760909  7622478 |    43   197771    21574  2293274 | 15.232 % |
c |     9464     11477      266 |   50519  3760361  7621382 |    43   207758    21617  2293274 | 15.237 % |
c |     9537     11499      265 |   50510  3759340  7619340 |    43   217670    21653  2293274 | 15.252 % |
c |     9593     11535      264 |   50508  3758714  7618088 |    43   227660    21691  2293274 | 15.255 % |
c |     9663     11561      263 |   50502  3758384  7617428 |    44   127885    21727  2403011 | 15.265 % |
c |     9704     11584      263 |   50502  3758384  7617428 |    44   137885    21759  2403011 | 15.265 % |
c |     9746     11623      263 |   50498  3757915  7616490 |    44   147872    21797  2403011 | 15.272 % |
c |     9812     11646      262 |   50491  3756875  7614410 |    44   157851    21832  2403011 | 15.284 % |
c |     9856     11668      262 |   50490  3756366  7613392 |    44   167847    21864  2403011 | 15.285 % |
c |     9908     11702      262 |   50489  3756133  7612926 |    44   177845    21901  2403011 | 15.287 % |
c |     9968     11742      261 |   50485  3755934  7612528 |    44   187841    21935  2403011 | 15.294 % |
c |    10003     11760      261 |   50483  3754684  7610028 |    44   197812    21953  2403011 | 15.297 % |
c |    10065     11813      261 |   50482  3754609  7609878 |    44   207808    21981  2403011 | 15.299 % |
c |    10132     11846      260 |   50472  3753564  7607788 |    44   217787    22014  2403011 | 15.315 % |
c |    10195     11874      259 |   50467  3752663  7605986 |    44   227769    22058  2403011 | 15.324 % |
c |    10257     11910      259 |   50463  3752013  7604686 |    44   237751    22084  2403011 | 15.331 % |
c |    10315     11938      258 |   50461  3751197  7603054 |    45   136011    22119  2514738 | 15.334 % |
c |    10365     11966      258 |   50458  3750837  7602334 |    45   145992    22169  2514738 | 15.339 % |
c |    10419     11995      258 |   50457  3750682  7602024 |    45   155984    22198  2514738 | 15.341 % |
c |    10474     12021      257 |   50454  3750470  7601600 |    45   165977    22227  2514738 | 15.346 % |
c |    10535     12043      257 |   50454  3750212  7601084 |    45   175970    22253  2514738 | 15.346 % |
